"","Close","High","Low","Open","Volume","within_minuteR","next_minute_return","updown_tplus1"
"342",558.38,558.56,558.08,558.08,5800,0.000537412907260963,8.95969035910886e-05,3
"343",558.365,558.38,558.21,558.2471,4966,0.000211174499072832,-0.00023803828624169,1
"344",558.185,558.37,558.12,558.37,5210,-0.000331376424256714,8.95467590792274e-06,3
"345",558.415,558.52,558.11,558.2149,3945,0.000358399863986952,5.3565035265842e-05,3
"346",558.02,558.45,557.69,558.4,5505,-0.000680747415264588,-2.68621033938642e-05,1
"347",558.43,558.44,557.88,558.13,1466,0.000537364776131992,0.000197106124367071,3
"348",558.18,558.42,558.18,558.4,2654,-0.000394060439640468,-5.37234852344046e-05,1
"349",558.39,558.42,558.19,558.285,2950,0.000188058298626731,0.000188093671202475,3
"350",558.21,558.6499,557.97,558.41,9474,-0.000358223929606664,3.58166189148808e-05,3
"351",558.04,558.37,557.8,558.18,12500,-0.000250846608614952,-5.37446591375638e-05,1
"352",557.82,558.2816,557.58,558.25,17093,-0.000770561024445599,0.000376246320360114,3
"353",557.535,557.99,557.34,557.7,16430,-0.000295901762774621,-0.000215146300313558,1
"354",557.36,557.98,557.36,557.3901,17432,-5.40031348860057e-05,-0.000259927775983884,1
"355",557.43,557.64,557.27,557.36,11565,0.000125584190909458,0,2
"356",557.365,557.65,557.02,557.3,23646,0.000116626968773195,-0.000233240337282319,1
"357",556.8,557.29,556.38,557.29,13920,-0.000879641737374172,-0.000134570786679696,1
"358",556.5548,557.15,556.3345,557.15,16065,-0.00106886502898542,0.000628394472853035,3
"359",556.305,556.61,556.28,556.495,10696,-0.000341480952276023,-0.000107452514806623,1
"360",556.1138,556.52,556.0332,556.2,16097,-0.000154992233617182,-0.000188763197130177,1
"361",556.89,557,556.01,556.05,12531,0.00150951562439056,-0.000114731301396454,1
"362",556.22,556.7675,556.22,556.69,9327,-0.00084463259013157,-0.00035920185734361,1
"363",556.08,556.63,555.76,556.35,14601,-0.000485423811479043,0.000233693161943367,3
"364",556.1885,556.43,555.84,555.985,14071,0.000365950100898895,-0.000170853322838413,1
"365",556.325,556.51,556.07,556.205,8444,0.000215724520624756,2.96657612640269e-05,3
"366",556.46,556.51,556.2,556.43,6822,5.39136842047882e-05,0.000188720788154711,3
"367",556.88,557.18,556.455,556.455,12686,0.000763471948054998,-8.98541218340219e-06,1
"368",556.84,556.9,556.65,556.79,5875,8.97964315502422e-05,-0.0001616277715947,1
"369",556.81,556.8399,556.45,556.7496,6315,0.000108480947152227,-0.000162357838468697,1
"370",556.93,557.05,556.645,556.72,8100,0.000377138243593579,-0.000161648092455345,1
"371",556.915,557.03,556.68,556.8,18761,0.00020651603041838,-0.000233449759978415,1
"372",557.155,557.4099,556.9373,556.99,12711,0.000296191251957736,0.000134661394128626,3
"373",557.93,558.23,556.9116,557.1799,20382,0.00134533845163783,4.46903350225832e-05,3
"374",557.9,558.0803,557.59,558.065,14058,-0.00029570820088876,0.000241936568996542,3
"375",557.93,557.96,557.59,557.74,14889,0.000340602511202788,-0.000286830879310403,1
"376",558.2,558.22,557.62,557.99,12972,0.000376280028449898,0.00010753459039688,3
"377",558.09,558.49,558.06,558.11,12432,-3.58358717114367e-05,-0.000161245532504434,1
"378",557.83,558.2,557.81,558.15,10293,-0.00057348699577105,0.000107503762735184,3
"379",557.86,558.04,557.5,557.83,13474,5.37783793118208e-05,0,2
"380",558.23,558.25,557.51,557.97,14120,0.000465866340624091,0.000197162650863226,3
"381",558.65,558.74,557.95,558.24,18857,0.000734181554882834,1.79136026946562e-05,3
"382",558.27,558.66,558.21,558.52,18363,-0.000447711752748457,-0.000232730919352986,1
"383",558.2448,558.48,558.09,558.22,12876,4.44259416044336e-05,-8.95664090738119e-05,1
"384",558.33,558.47,558.18,558.31,17972,3.58217509712398e-05,0.000116787819234705,3
"385",558.39,558.39,558.19,558.34,12053,8.95471600716215e-05,1.79103942977345e-05,3
"386",558.56,558.56,558.1,558.44,12934,0.000214861236278416,8.95391420958994e-05,3
"387",558.9,559.07,558.52,558.52,40283,0.000680138201658588,-7.16152827318574e-05,1
"388",559.33,559.52,558.89,558.9,36108,0.000769072590065543,0,2
"389",559.295,559.46,559,559.26,30581,6.25807403504695e-05,-0.00012515756459729,1
"390",559.5,559.59,559.1,559.43,372688,0.000125119534003693,0.000241346176504936,3
"391",555.75,555.75,555.55,555.55,33573,0.000359938814288434,-0.00708491372196228,1
"392",554.9,556.26,554.55,555.65,21072,-0.0013506822998,-0.000179953212650504,1
"393",556.49,556.91,554.68,555.13,30544,0.00244688055010182,0.000414403220258085,3
"394",553.63,556.74,553.62,556.24,28550,-0.00470326220412329,-0.000449345311452901,1
"395",555.66,555.66,553.765,553.79,11667,0.00337104289671243,0.000288959926881048,3
"396",554.22,555.63,554.04,555.43,13763,-0.00218086870559588,-0.000414007872062991,1
"397",553.15,555,552.28,554.65,45173,-0.00270807170374876,0.000775564352094833,3
"398",555.0015,555.65,553.38,553.61,26416,0.00251034872135459,0.000831255243210507,3
"399",554.84,555.25,554.41,555.17,5662,-0.000594589255452045,0.000303556705056731,3
"400",556,556.4,554.32,554.32,15856,0.00302615693145652,-0.000937646575963503,1
"401",555.186,556.04,553.74,555.78,17351,-0.00106933975765703,-0.000395761756591308,1
"402",555.66,555.78,553.985,554.79,8750,0.00156693264533766,-0.000713528971439262,1
"403",555.55,556,555.1701,555.77,7975,-0.000395925571165647,0.000197943190950781,3
"404",555.05,556.19,554.37,555.13,17068,-0.000144120773457433,-0.000756293477904099,1
"405",555.9,555.9,554.83,555.1118,9031,0.00141888705815052,0.000111335122616975,3
"406",555.95,556.09,555.3,555.6721,5054,0.000499990069987716,-0.000410049880153053,1
"407",554.5,555.751,554.5,555.6,13482,-0.00198180408976705,-0.000629751269069517,1
"408",554.195,555.0699,554.195,555.0699,5464,-0.0015774413873896,0.00102724497143397,3
"409",554.46,554.46,553.5,554.08,13329,0.00068558647389221,-0.000207529720354155,1
"410",554.8,555.04,553.27,554.2,9263,0.0010820560117983,-0.000469034699126033,1
